Time,,Tracking,,,,Sensor Data,,,,comment
Absolute, Since Launch ,lat,lng,Speed (m/s),course,Altitude (m),Pressure (Pa),Temperature (_C),Relative Humidity,
5/21/17 16:17,253,43.565,-101.81117,17,59,31885.74,1151,24.59,0,Pa=1151/Rh=0.00/Ti=24.59 Tracksoar v1.2
5/21/17 16:17,253.5,43.5655,-101.81,17,40,31889.09,1141,24.79,0,Pa=1141/Rh=0.00/Ti=24.79 Tracksoar v1.2
5/21/17 16:18,254,43.5665,-101.809,17,33,31911.04,1136,24.96,0,Pa=1136/Rh=0.00/Ti=24.96 Tracksoar v1.2
5/21/17 16:18,254.5,43.56767,-101.808,17,25,31938.16,1142,25.1,0,Pa=1142/Rh=0.00/Ti=25.10 Tracksoar v1.2
5/21/17 16:19,255,43.56883,-101.8075,19,27,31929.32,1142,25.18,0,Pa=1142/Rh=0.00/Ti=25.18 Tracksoar v1.2
5/21/17 16:19,255.5,43.57,-101.80683,19,18,31922.01,1132,25.24,0,Pa=1132/Rh=0.00/Ti=25.24 Tracksoar v1.2
5/21/17 16:20,256,43.5715,-101.80633,17,6,31991.81,1142,25.26,0,Pa=1142/Rh=0.00/Ti=25.26 Tracksoar v1.2
5/21/17 16:20,256.5,43.57233,-101.80633,11,359,31972,1137,25.28,0,Pa=1137/Rh=0.00/Ti=25.28 Tracksoar v1.2
5/21/17 16:21,257,43.57333,-101.80633,11,7,31989.67,1124,25.33,0,Pa=1124/Rh=0.00/Ti=25.33 Tracksoar v1.2
5/21/17 16:21,257.5,43.574,-101.806,9,359,32035.09,1124,25.36,0,Pa=1124/Rh=0.00/Ti=25.36 Tracksoar v1.2
5/21/17 16:22,258,43.57467,-101.80583,9,0,32049.11,1116,25.38,0,Pa=1116/Rh=0.00/Ti=25.38 Tracksoar v1.2
5/21/17 16:22,258.5,43.5755,-101.8055,9,0,32073.19,1116,25.42,0,Pa=1116/Rh=0.00/Ti=25.42 Tracksoar v1.2
5/21/17 16:23,259,43.57617,-101.805,9,0,32083.55,1116,25.51,0,Pa=1116/Rh=0.00/Ti=25.51 Tracksoar v1.2
5/21/17 16:23,259.5,43.57667,-101.80417,11,0,32088.12,1111,25.64,0,Pa=1111/Rh=0.00/Ti=25.64 Tracksoar v1.2
5/21/17 16:24,260,43.577,-101.80333,9,59,32078.07,1111,25.76,0,Pa=1111/Rh=0.00/Ti=25.76 Tracksoar v1.2
5/21/17 16:24,260.5,43.5775,-101.80217,15,57,32099.71,1112,25.9,0,Pa=1112/Rh=0.00/Ti=25.90 Tracksoar v1.2
5/21/17 16:25,261,43.57783,-101.80133,9,0,32070.75,1104,25.96,0,Pa=1104/Rh=0.00/Ti=25.96 Tracksoar v1.2
5/21/17 16:25,261.5,43.57783,-101.80017,13,94,32061.61,1115,26.02,0,Pa=1115/Rh=0.00/Ti=26.02 Tracksoar v1.2
5/21/17 16:26,262,43.578,-101.79917,11,0,32099.4,1112,26.07,0,Pa=1112/Rh=0.00/Ti=26.07 Tracksoar v1.2
5/21/17 16:26,262.5,43.57783,-101.798,13,107,32096.35,1110,26.08,0,Pa=1110/Rh=0.00/Ti=26.08 Tracksoar v1.2
5/21/17 16:27,263,43.57783,-101.797,11,109,32142.38,1107,26.11,0,Pa=1107/Rh=0.00/Ti=26.11 Tracksoar v1.2
5/21/17 16:27,263.5,43.57767,-101.796,9,0,32174.38,1102,26.1,0,Pa=1102/Rh=0.00/Ti=26.10 Tracksoar v1.2
5/21/17 16:28,264,43.5775,-101.79517,9,0,32207.3,1096,26.07,0,Pa=1096/Rh=0.00/Ti=26.07 Tracksoar v1.2
5/21/17 16:28,264.5,43.57717,-101.79433,9,0,32240.83,1086,26.09,0,Pa=1086/Rh=0.00/Ti=26.09 Tracksoar v1.2
5/21/17 16:29,265,43.577,-101.7935,9,0,32271.92,1086,26.18,0,Pa=1086/Rh=0.00/Ti=26.18 Tracksoar v1.2
5/21/17 16:29,265.5,43.5765,-101.793,9,136,32295.39,1080,26.26,0,Pa=1080/Rh=0.00/Ti=26.26 Tracksoar v1.2
5/21/17 16:30,266,43.576,-101.79267,7,138,32262.78,1083,26.4,0,Pa=1083/Rh=0.00/Ti=26.40 Tracksoar v1.2
5/21/17 16:30,266.5,43.5755,-101.79217,9,150,32255.16,1086,27.15,0,Pa=1086/Rh=0.00/Ti=27.15 Tracksoar v1.2
5/21/17 16:31,267,43.57517,-101.79167,7,0,32259.12,1091,27.37,0,Pa=1091/Rh=0.00/Ti=27.37 Tracksoar v1.2
5/21/17 16:31,267.5,43.575,-101.79117,7,0,32256.68,1084,27.49,0,Pa=1084/Rh=0.00/Ti=27.49 Tracksoar v1.2
5/21/17 16:32,268,43.57483,-101.79083,4,0,32260.64,1084,27.59,0,Pa=1084/Rh=0.00/Ti=27.59 Tracksoar v1.2
5/21/17 16:32,268.5,43.5745,-101.79083,4,0,32242.35,1084,27.7,0,Pa=1084/Rh=0.00/Ti=27.70 Tracksoar v1.2
5/21/17 16:33,269,43.5745,-101.7905,4,0,32260.64,1085,27.81,0,Pa=1085/Rh=0.00/Ti=27.81 Tracksoar v1.2
5/21/17 16:33,269.5,43.5745,-101.79033,2,0,32264.6,1085,27.92,0,Pa=1085/Rh=0.00/Ti=27.92 Tracksoar v1.2
5/21/17 16:34,270,43.57483,-101.79033,2,0,32288.68,1088,28.01,0,Pa=1088/Rh=0.00/Ti=28.01 Tracksoar v1.2
5/21/17 16:34,270.5,43.57517,-101.79033,7,352,32282.28,1091,28.03,0,Pa=1091/Rh=0.00/Ti=28.03 Tracksoar v1.2
5/21/17 16:35,271,43.57567,-101.7905,7,357,32273.14,1083,27.95,0,Pa=1083/Rh=0.00/Ti=27.95 Tracksoar v1.2
5/21/17 16:35,271.5,43.57633,-101.79083,11,336,32265.82,1074,27.92,0,Pa=1074/Rh=0.00/Ti=27.92 Tracksoar v1.2
5/21/17 16:36,272,43.57717,-101.79083,13,349,32274.36,1091,27.85,0,Pa=1091/Rh=0.00/Ti=27.85 Tracksoar v1.2
5/21/17 16:36,272.5,43.57817,-101.79117,13,346,32270.09,1074,27.79,0,Pa=1074/Rh=0.00/Ti=27.79 Tracksoar v1.2
5/21/17 16:37,273,43.57917,-101.79133,13,351,32255.16,1077,27.82,0,Pa=1077/Rh=0.00/Ti=27.82 Tracksoar v1.2
5/21/17 16:37,273.5,43.58033,-101.79167,19,353,32270.4,1082,27.84,0,Pa=1082/Rh=0.00/Ti=27.84 Tracksoar v1.2
5/21/17 16:38,274,43.58167,-101.79183,17,351,32261.86,1085,27.83,0,Pa=1085/Rh=0.00/Ti=27.83 Tracksoar v1.2
5/21/17 16:38,274.5,43.583,-101.79217,19,352,32253.02,1082,27.9,0,Pa=1082/Rh=0.00/Ti=27.90 Tracksoar v1.2
5/21/17 16:39,275,43.58433,-101.7925,17,352,32248.45,1082,27.97,0,Pa=1082/Rh=0.00/Ti=27.97 Tracksoar v1.2
5/21/17 16:39,275.5,43.58583,-101.79283,19,347,32266.13,1083,27.98,0,Pa=1083/Rh=0.00/Ti=27.98 Tracksoar v1.2
5/21/17 16:40,276,43.58717,-101.79317,19,348,32237.17,1080,28.05,0,Pa=1080/Rh=0.00/Ti=28.05 Tracksoar v1.2
5/21/17 16:40,276.5,43.5885,-101.7935,20,352,32249.36,1083,27.98,0,Pa=1083/Rh=0.00/Ti=27.98 Tracksoar v1.2
5/21/17 16:41,277,43.59017,-101.79367,22,355,32262.78,1085,27.87,0,Pa=1085/Rh=0.00/Ti=27.87 Tracksoar v1.2
5/21/17 16:41,277.5,43.59133,-101.794,19,355,32265.82,1080,27.73,0,Pa=1080/Rh=0.00/Ti=27.73 Tracksoar v1.2
5/21/17 16:42,278,43.59267,-101.7945,17,350,32274.36,1082,27.67,0,Pa=1082/Rh=0.00/Ti=27.67 Tracksoar v1.2
5/21/17 16:42,278.5,43.594,-101.79483,17,349,32293.56,1079,27.72,0,Pa=1079/Rh=0.00/Ti=27.72 Tracksoar v1.2
5/21/17 16:43,279,43.59533,-101.795,17,351,32303.62,1074,27.86,0,Pa=1074/Rh=0.00/Ti=27.86 Tracksoar v1.2
5/21/17 16:43,279.5,43.59683,-101.79533,20,354,32314.9,1074,28.07,0,Pa=1074/Rh=0.00/Ti=28.07 Tracksoar v1.2
5/21/17 16:44,280,43.59817,-101.79567,20,353,32335.93,1072,28.31,0,Pa=1072/Rh=0.00/Ti=28.31 Tracksoar v1.2
5/21/17 16:44,280.5,43.59967,-101.796,22,350,32333.18,1070,28.54,0,Pa=1070/Rh=0.00/Ti=28.54 Tracksoar v1.2
5/21/17 16:45,281,43.60133,-101.79633,22,351,32322.21,1076,28.72,0,Pa=1076/Rh=0.00/Ti=28.72 Tracksoar v1.2
5/21/17 16:45,281.5,43.60283,-101.7965,20,356,32289.9,1087,28.79,0,Pa=1087/Rh=0.00/Ti=28.79 Tracksoar v1.2
5/21/17 16:46,282,43.6045,-101.79667,22,359,32300.57,1077,28.83,0,Pa=1077/Rh=0.00/Ti=28.83 Tracksoar v1.2
5/21/17 16:46,282.5,43.60633,-101.79683,20,358,32298.74,1077,28.77,0,Pa=1077/Rh=0.00/Ti=28.77 Tracksoar v1.2
5/21/17 16:47,283,43.60817,-101.79683,24,359,32285.64,1077,28.69,0,Pa=1077/Rh=0.00/Ti=28.69 Tracksoar v1.2
5/21/17 16:47,283.5,43.61,-101.79667,24,359,32327.7,1068,28.6,0,Pa=1068/Rh=0.00/Ti=28.60 Tracksoar v1.2
5/21/17 16:48,284,43.612,-101.79683,24,358,32310.32,1076,28.53,0,Pa=1076/Rh=0.00/Ti=28.53 Tracksoar v1.2
5/21/17 16:48,284.5,43.61367,-101.79683,24,358,32311.24,1073,28.44,0,Pa=1073/Rh=0.00/Ti=28.44 Tracksoar v1.2
5/21/17 16:49,285,43.6155,-101.79683,26,359,32331.96,1073,28.35,0,Pa=1073/Rh=0.00/Ti=28.35 Tracksoar v1.2
5/21/17 16:49,285.5,43.61733,-101.79683,24,0,32311.24,1076,28.23,0,Pa=1076/Rh=0.00/Ti=28.23 Tracksoar v1.2
5/21/17 16:50,286,43.61917,-101.79683,24,0,32311.54,1067,28.08,0,Pa=1067/Rh=0.00/Ti=28.08 Tracksoar v1.2
5/21/17 16:50,286.5,43.621,-101.79683,26,7,32319.47,1072,27.98,0,Pa=1072/Rh=0.00/Ti=27.98 Tracksoar v1.2
5/21/17 16:51,287,43.62283,-101.7965,24,5,32342.63,1066,27.98,0,Pa=1066/Rh=0.00/Ti=27.98 Tracksoar v1.2
5/21/17 16:51,287.5,43.6245,-101.79633,24,2,32333.18,1072,28.04,0,Pa=1072/Rh=0.00/Ti=28.04 Tracksoar v1.2
5/21/17 16:52,288,43.62617,-101.796,20,9,32345.99,1072,28.13,0,Pa=1072/Rh=0.00/Ti=28.13 Tracksoar v1.2
5/21/17 16:52,288.5,43.628,-101.79583,24,6,32342.63,1067,28.25,0,Pa=1067/Rh=0.00/Ti=28.25 Tracksoar v1.2
5/21/17 16:53,289,43.62967,-101.7955,22,8,32349.03,1067,28.41,0,Pa=1067/Rh=0.00/Ti=28.41 Tracksoar v1.2
5/21/17 16:53,289.5,43.6315,-101.79517,20,9,32330.75,1070,28.66,0,Pa=1070/Rh=0.00/Ti=28.66 Tracksoar v1.2
5/21/17 16:54,290,43.63317,-101.79483,24,10,32322.52,1076,28.87,0,Pa=1076/Rh=0.00/Ti=28.87 Tracksoar v1.2
5/21/17 16:54,290.5,43.63483,-101.79433,22,13,32305.75,1074,29.09,0,Pa=1074/Rh=0.00/Ti=29.09 Tracksoar v1.2
5/21/17 16:55,291,43.63633,-101.79383,22,14,32303.01,1078,29.29,0,Pa=1078/Rh=0.00/Ti=29.29 Tracksoar v1.2
5/21/17 16:55,291.5,43.638,-101.79333,24,17,32324.34,1073,29.49,0,Pa=1073/Rh=0.00/Ti=29.49 Tracksoar v1.2
5/21/17 16:56,292,43.63967,-101.79267,24,12,32337.15,1065,29.58,0,Pa=1065/Rh=0.00/Ti=29.58 Tracksoar v1.2
5/21/17 16:56,292.5,43.64133,-101.792,22,14,32348.12,1065,29.62,0,Pa=1065/Rh=0.00/Ti=29.62 Tracksoar v1.2
5/21/17 16:57,293,43.643,-101.79133,22,16,32349.34,1071,29.52,0,Pa=1071/Rh=0.00/Ti=29.52 Tracksoar v1.2
5/21/17 16:57,293.5,43.64467,-101.791,22,16,32352.69,1068,29.42,0,Pa=1068/Rh=0.00/Ti=29.42 Tracksoar v1.2
5/21/17 16:58,294,43.64633,-101.79033,24,13,32333.18,1065,29.25,0,Pa=1065/Rh=0.00/Ti=29.25 Tracksoar v1.2
5/21/17 16:58,294.5,43.64817,-101.78967,28,14,32308.19,1073,29.2,0,Pa=1073/Rh=0.00/Ti=29.20 Tracksoar v1.2
5/21/17 16:59,295,43.65017,-101.789,28,13,32318.25,1067,29.19,0,Pa=1067/Rh=0.00/Ti=29.19 Tracksoar v1.2
5/21/17 16:59,295.5,43.652,-101.78833,30,13,32301.18,1075,29.24,0,Pa=1075/Rh=0.00/Ti=29.24 Tracksoar v1.2
5/21/17 17:00,296,43.65417,-101.78767,30,12,32313.37,1064,29.44,0,Pa=1064/Rh=0.00/Ti=29.44 Tracksoar v1.2
5/21/17 17:00,296.5,43.65633,-101.787,30,13,32326.48,1076,30.06,0,Pa=1076/Rh=0.00/Ti=30.06 Tracksoar v1.2
5/21/17 17:01,297,43.6585,-101.7865,31,12,32347.81,1072,30.22,0,Pa=1072/Rh=0.00/Ti=30.22 Tracksoar v1.2
5/21/17 17:01,297.5,43.66067,-101.78583,30,11,32345.38,1059,30.3,0,Pa=1059/Rh=0.00/Ti=30.30 Tracksoar v1.2
5/21/17 17:02,298,43.66283,-101.78517,30,14,32343.55,1059,30.37,0,Pa=1059/Rh=0.00/Ti=30.37 Tracksoar v1.2
5/21/17 17:02,298.5,43.66483,-101.7845,28,15,32337.45,1070,30.43,0,Pa=1070/Rh=0.00/Ti=30.43 Tracksoar v1.2
5/21/17 17:03,299,43.66667,-101.78383,24,15,32337.45,1068,30.51,0,Pa=1068/Rh=0.00/Ti=30.51 Tracksoar v1.2
5/21/17 17:03,299.5,43.6685,-101.78317,26,18,32337.76,1073,30.55,0,Pa=1073/Rh=0.00/Ti=30.55 Tracksoar v1.2
5/21/17 17:04,300,43.6705,-101.78217,28,22,32352.08,1073,30.62,0,Pa=1073/Rh=0.00/Ti=30.62 Tracksoar v1.2
5/21/17 17:04,300.5,43.67233,-101.78133,26,16,32377.38,1063,30.66,0,Pa=1063/Rh=0.00/Ti=30.66 Tracksoar v1.2
5/21/17 17:05,301,43.67433,-101.78017,28,20,32376.77,1060,30.69,0,Pa=1060/Rh=0.00/Ti=30.69 Tracksoar v1.2
5/21/17 17:05,301.5,43.67633,-101.77917,24,21,32380.12,1066,30.71,0,Pa=1066/Rh=0.00/Ti=30.71 Tracksoar v1.2
5/21/17 17:06,302,43.67833,-101.77817,28,23,32382.26,1066,30.64,0,Pa=1066/Rh=0.00/Ti=30.64 Tracksoar v1.2
5/21/17 17:06,302.5,43.68017,-101.77717,28,25,32414.26,1060,30.56,0,Pa=1060/Rh=0.00/Ti=30.56 Tracksoar v1.2
5/21/17 17:07,303,43.68217,-101.77633,30,20,32408.47,1065,30.48,0,Pa=1065/Rh=0.00/Ti=30.48 Tracksoar v1.2
5/21/17 17:07,303.5,43.68417,-101.77517,28,19,32413.35,1052,30.47,0,Pa=1052/Rh=0.00/Ti=30.47 Tracksoar v1.2
5/21/17 17:08,304,43.68617,-101.77417,28,18,32415.18,1054,30.5,0,Pa=1054/Rh=0.00/Ti=30.50 Tracksoar v1.2
5/21/17 17:08,304.5,43.688,-101.77317,28,21,32420.05,1057,30.52,0,Pa=1057/Rh=0.00/Ti=30.52 Tracksoar v1.2
5/21/17 17:09,305,43.68983,-101.77217,26,23,32416.7,1057,30.31,0,Pa=1057/Rh=0.00/Ti=30.31 Tracksoar v1.2
5/21/17 17:09,305.5,43.6915,-101.771,22,23,32418.22,1057,29.69,0,Pa=1057/Rh=0.00/Ti=29.69 Tracksoar v1.2
5/21/17 17:10,306,43.69333,-101.77017,30,23,32402.07,1055,28.7,0,Pa=1055/Rh=0.00/Ti=28.70 Tracksoar v1.2
5/21/17 17:10,306.5,43.695,-101.769,28,26,32403.9,1055,27.66,0,Pa=1055/Rh=0.00/Ti=27.66 Tracksoar v1.2
5/21/17 17:11,307,43.69683,-101.76783,26,26,32408.47,1057,26.43,0,Pa=1057/Rh=0.00/Ti=26.43 Tracksoar v1.2
5/21/17 17:11,307.5,43.69867,-101.76667,24,28,32399.33,1054,25.15,0,Pa=1054/Rh=0.00/Ti=25.15 Tracksoar v1.2
5/21/17 17:12,308,43.70017,-101.76533,28,31,32389.27,1051,24.09,0,Pa=1051/Rh=0.00/Ti=24.09 Tracksoar v1.2
5/21/17 17:12,308.5,43.70217,-101.764,30,25,32400.85,1040,23.45,0,Pa=1040/Rh=0.00/Ti=23.45 Tracksoar v1.2
5/21/17 17:13,309,43.70417,-101.7625,30,29,32402.98,1052,23.07,0,Pa=1052/Rh=0.00/Ti=23.07 Tracksoar v1.2
5/21/17 17:13,309.5,43.70633,-101.76133,30,24,32453.58,1043,22.99,0,Pa=1043/Rh=0.00/Ti=22.99 Tracksoar v1.2
5/21/17 17:14,310,43.708,-101.75983,24,28,32399.33,1035,23,0,Pa=1035/Rh=0.00/Ti=23.00 Tracksoar v1.2
5/21/17 17:14,310.5,43.71067,-101.75867,44,11,32515.15,1045,23.12,0,Pa=1045/Rh=0.00/Ti=23.12 Tracksoar v1.2
5/21/17 17:15,311,43.712,-101.757,26,33,32406.03,1043,23.28,0,Pa=1043/Rh=0.00/Ti=23.28 Tracksoar v1.2
5/21/17 17:15,311.5,43.71383,-101.75567,31,28,32397.8,1046,23.46,0,Pa=1046/Rh=0.00/Ti=23.46 Tracksoar v1.2
5/21/17 17:16,312,43.7155,-101.75433,28,30,32377.68,1044,23.69,0,Pa=1044/Rh=0.00/Ti=23.69 Tracksoar v1.2
5/21/17 17:16,312.5,43.71733,-101.753,28,30,32383.17,1042,23.95,0,Pa=1042/Rh=0.00/Ti=23.95 Tracksoar v1.2
5/21/17 17:17,313,43.719,-101.7515,26,30,32395.97,1048,24.26,0,Pa=1048/Rh=0.00/Ti=24.26 Tracksoar v1.2
5/21/17 17:17,313.5,43.72067,-101.75,30,30,32409.69,1043,24.53,0,Pa=1043/Rh=0.00/Ti=24.53 Tracksoar v1.2
5/21/17 17:18,314,43.72267,-101.74867,30,28,32414.57,1049,24.86,0,Pa=1049/Rh=0.00/Ti=24.86 Tracksoar v1.2
5/21/17 17:18,314.5,43.72417,-101.747,35,21,32388.66,1042,25.19,0,Pa=1042/Rh=0.00/Ti=25.19 Tracksoar v1.2
5/21/17 17:19,315,43.7265,-101.7455,30,32,32448.7,1043,25.49,0,Pa=1043/Rh=0.00/Ti=25.49 Tracksoar v1.2
5/21/17 17:19,315.5,43.728,-101.74383,28,36,32406.95,1041,25.85,0,Pa=1041/Rh=0.00/Ti=25.85 Tracksoar v1.2
5/21/17 17:20,316,43.73,-101.74233,28,37,32430.11,1042,26.16,0,Pa=1042/Rh=0.00/Ti=26.16 Tracksoar v1.2
5/21/17 17:20,316.5,43.73167,-101.7405,31,28,32399.94,1043,26.48,0,Pa=1043/Rh=0.00/Ti=26.48 Tracksoar v1.2
5/21/17 17:21,317,43.73317,-101.73883,26,39,32381.95,1049,26.78,0,Pa=1049/Rh=0.00/Ti=26.78 Tracksoar v1.2
5/21/17 17:21,317.5,43.73483,-101.73733,26,39,32385.3,1044,27,0,Pa=1044/Rh=0.00/Ti=27.00 Tracksoar v1.2
5/21/17 17:22,318,43.7365,-101.73567,24,35,32422.19,1042,27.19,0,Pa=1042/Rh=0.00/Ti=27.19 Tracksoar v1.2
5/21/17 17:22,318.5,43.73817,-101.734,28,39,32406.03,1040,27.37,0,Pa=1040/Rh=0.00/Ti=27.37 Tracksoar v1.2
5/21/17 17:23,319,43.73983,-101.73233,28,34,32391.4,1046,27.57,0,Pa=1046/Rh=0.00/Ti=27.57 Tracksoar v1.2
5/21/17 17:23,319.5,43.74183,-101.7305,30,35,32398.72,1038,27.73,0,Pa=1038/Rh=0.00/Ti=27.73 Tracksoar v1.2
5/21/17 17:24,320,43.74383,-101.729,31,33,32444.44,1044,27.91,0,Pa=1044/Rh=0.00/Ti=27.91 Tracksoar v1.2
5/21/17 17:24,320.5,43.74533,-101.72683,30,32,32435.29,1055,28.1,0,Pa=1055/Rh=0.00/Ti=28.10 Tracksoar v1.2
5/21/17 17:25,321,43.747,-101.72467,31,38,32410.91,1056,28.36,0,Pa=1056/Rh=0.00/Ti=28.36 Tracksoar v1.2
5/21/17 17:25,321.5,43.749,-101.723,31,41,32400.24,1046,28.61,0,Pa=1046/Rh=0.00/Ti=28.61 Tracksoar v1.2
5/21/17 17:26,322,43.75067,-101.721,31,41,32372.81,1055,28.73,0,Pa=1055/Rh=0.00/Ti=28.73 Tracksoar v1.2
5/21/17 17:26,322.5,43.7525,-101.71883,30,40,32373.11,1050,28.81,0,Pa=1050/Rh=0.00/Ti=28.81 Tracksoar v1.2
5/21/17 17:27,323,43.754,-101.717,26,38,32403.29,1047,28.91,0,Pa=1047/Rh=0.00/Ti=28.91 Tracksoar v1.2
5/21/17 17:27,323.5,43.75583,-101.71483,33,44,32438.34,1042,29,0,Pa=1042/Rh=0.00/Ti=29.00 Tracksoar v1.2
5/21/17 17:28,324,43.75767,-101.713,31,38,32419.75,1039,29.13,0,Pa=1039/Rh=0.00/Ti=29.13 Tracksoar v1.2
5/21/17 17:28,324.5,43.7595,-101.71083,33,36,32439.56,1048,29.25,0,Pa=1048/Rh=0.00/Ti=29.25 Tracksoar v1.2
5/21/17 17:29,325,43.76133,-101.70883,33,39,32441.69,1040,29.35,0,Pa=1040/Rh=0.00/Ti=29.35 Tracksoar v1.2
5/21/17 17:29,325.5,43.76333,-101.70667,33,37,32444.13,1040,29.4,0,Pa=1040/Rh=0.00/Ti=29.40 Tracksoar v1.2
5/21/17 17:30,326,43.7655,-101.70433,35,38,32428.89,1043,29.68,0,Pa=1043/Rh=0.00/Ti=29.68 Tracksoar v1.2
5/21/17 17:30,326.5,43.76767,-101.70217,35,37,32407.56,1041,30.2,0,Pa=1041/Rh=0.00/Ti=30.20 Tracksoar v1.2
5/21/17 17:31,327,43.76967,-101.69983,35,42,32406.03,1043,30.33,0,Pa=1043/Rh=0.00/Ti=30.33 Tracksoar v1.2
5/21/17 17:31,327.5,43.7715,-101.69767,33,40,32401.76,1046,30.36,0,Pa=1046/Rh=0.00/Ti=30.36 Tracksoar v1.2
5/21/17 17:32,328,43.77333,-101.6955,31,45,32398.41,1054,30.52,0,Pa=1054/Rh=0.00/Ti=30.52 Tracksoar v1.2
5/21/17 17:32,328.5,43.77517,-101.69317,30,48,32381.34,1054,30.58,0,Pa=1054/Rh=0.00/Ti=30.58 Tracksoar v1.2
5/21/17 17:33,329,43.77683,-101.691,33,46,32385.91,1055,30.71,0,Pa=1055/Rh=0.00/Ti=30.71 Tracksoar v1.2
5/21/17 17:33,329.5,43.7785,-101.68867,30,47,32395.67,1047,30.68,0,Pa=1047/Rh=0.00/Ti=30.68 Tracksoar v1.2
5/21/17 17:34,330,43.78,-101.68633,31,50,32403.9,1052,30.08,0,Pa=1052/Rh=0.00/Ti=30.08 Tracksoar v1.2
5/21/17 17:34,330.5,43.78167,-101.68433,31,49,32392.01,1050,29.23,0,Pa=1050/Rh=0.00/Ti=29.23 Tracksoar v1.2
5/21/17 17:35,331,43.783,-101.68183,33,51,32398.72,1046,28.66,0,Pa=1046/Rh=0.00/Ti=28.66 Tracksoar v1.2
5/21/17 17:35,331.5,43.78467,-101.679,31,49,32363.36,1057,28.3,0,Pa=1057/Rh=0.00/Ti=28.30 Tracksoar v1.2
5/21/17 17:36,332,43.78617,-101.6765,30,54,32328.31,1054,28.15,0,Pa=1054/Rh=0.00/Ti=28.15 Tracksoar v1.2
5/21/17 17:36,332.5,43.78717,-101.67433,28,54,32371.89,1051,28.08,0,Pa=1051/Rh=0.00/Ti=28.08 Tracksoar v1.2
5/21/17 17:37,333,43.78833,-101.672,28,57,32363.36,1045,28.12,0,Pa=1045/Rh=0.00/Ti=28.12 Tracksoar v1.2
5/21/17 17:37,333.5,43.7895,-101.66983,28,57,32374.64,1048,28.13,0,Pa=1048/Rh=0.00/Ti=28.13 Tracksoar v1.2
5/21/17 17:38,334,43.79033,-101.66767,28,57,32361.53,1053,27.62,0,Pa=1053/Rh=0.00/Ti=27.62 Tracksoar v1.2
5/21/17 17:39,334.5,43.79133,-101.6655,24,56,32381.95,1047,26.72,0,Pa=1047/Rh=0.00/Ti=26.72 Tracksoar v1.2
5/21/17 17:39,335,43.79217,-101.66367,20,55,32370.06,1042,25.83,0,Pa=1042/Rh=0.00/Ti=25.83 Tracksoar v1.2
5/21/17 17:39,335.5,43.79317,-101.66183,20,53,32391.1,1045,25.29,0,Pa=1045/Rh=0.00/Ti=25.29 Tracksoar v1.2
5/21/17 17:40,336,43.79433,-101.65983,22,52,32374.64,1041,25.08,0,Pa=1041/Rh=0.00/Ti=25.08 Tracksoar v1.2
5/21/17 17:40,336.5,43.7955,-101.65817,22,52,32372.81,1032,24.72,0,Pa=1032/Rh=0.00/Ti=24.72 Tracksoar v1.2
5/21/17 17:41,337,43.7965,-101.65633,22,54,32381.65,1036,24,0,Pa=1036/Rh=0.00/Ti=24.00 Tracksoar v1.2
5/21/17 17:41,337.5,43.79767,-101.65467,26,47,32397.19,1037,23.33,0,Pa=1037/Rh=0.00/Ti=23.33 Tracksoar v1.2
5/21/17 17:42,338,43.79883,-101.65267,20,68,32364.58,1036,23.11,0,Pa=1036/Rh=0.00/Ti=23.11 Tracksoar v1.2
5/21/17 17:42,338.5,43.8,-101.65117,22,49,32392.62,1035,23.07,0,Pa=1035/Rh=0.00/Ti=23.07 Tracksoar v1.2
5/21/17 17:43,339,43.80133,-101.64917,24,49,32385.61,1032,22.61,0,Pa=1032/Rh=0.00/Ti=22.61 Tracksoar v1.2
5/21/17 17:43,339.5,43.80233,-101.64733,20,96,32381.04,1034,21.9,0,Pa=1034/Rh=0.00/Ti=21.90 Tracksoar v1.2
5/21/17 17:44,340,43.804,-101.64567,24,44,32399.33,1029,21.12,0,Pa=1029/Rh=0.00/Ti=21.12 Tracksoar v1.2
5/21/17 17:44,340.5,43.80533,-101.644,22,44,32396.58,1019,20.76,0,Pa=1019/Rh=0.00/Ti=20.76 Tracksoar v1.2
5/21/17 17:45,341,43.80683,-101.64217,26,39,32440.47,1032,20.7,0,Pa=1032/Rh=0.00/Ti=20.70 Tracksoar v1.2
5/21/17 17:45,341.5,43.80833,-101.6405,24,38,32434.99,1024,20.84,0,Pa=1024/Rh=0.00/Ti=20.84 Tracksoar v1.2
5/21/17 17:46,342,43.80983,-101.63867,28,42,32425.54,1032,21.12,0,Pa=1032/Rh=0.00/Ti=21.12 Tracksoar v1.2
5/21/17 17:46,342.5,43.8115,-101.63667,28,39,32430.72,1025,21.47,0,Pa=1025/Rh=0.00/Ti=21.47 Tracksoar v1.2
5/21/17 17:47,343,43.813,-101.63483,26,41,32449.31,1018,21.45,0,Pa=1018/Rh=0.00/Ti=21.45 Tracksoar v1.2
5/21/17 17:48,343.5,43.81467,-101.63283,28,44,32485.89,1020,21.04,0,Pa=1020/Rh=0.00/Ti=21.04 Tracksoar v1.2
5/21/17 17:48,344,43.81633,-101.6305,28,46,32459.68,1025,20.39,0,Pa=1025/Rh=0.00/Ti=20.39 Tracksoar v1.2
5/21/17 17:49,344.5,43.81783,-101.6285,28,47,32468.21,1015,19.61,0,Pa=1015/Rh=0.00/Ti=19.61 Tracksoar v1.2
