n,a_x,a_y,a_z,p,time,g_x,g_y,g_z,rot_x,rot_y,rot_z,t,rh,mag_x,mag_y,mag_z
493,-0.122911185,-0.31283426,0.568923,905.8446,Thu Nov 10 19:30:08 MST 2016,0.36393252,2.2404788,9.540345,0.07290438,-0.090899415,-0.66512555,0.0,0.0,-18.507004,-4.5986176,-26.158142
494,0.2870898,0.028304338,0.3321619,905.7982,Thu Nov 10 19:30:09 MST 2016,0.3927496,2.2612941,9.534289,0.071463495,-0.093698874,-0.6748908,0.0,0.0,-20.204926,-4.8908234,-26.34201
495,0.0708358,0.19273114,0.23369408,905.743,Thu Nov 10 19:30:10 MST 2016,0.26606065,2.2366886,9.544465,0.07651079,-0.08668215,-0.6618408,0.0,0.0,-18.414307,-4.4216156,-27.084732
496,0.11368686,0.13543677,0.16464138,905.64716,Thu Nov 10 19:30:12 MST 2016,0.29895598,2.227901,9.5455475,0.07542502,-0.08731331,-0.6586544,0.0,0.0,-19.122696,-4.2686462,-26.900482
497,0.10181078,0.18305922,0.05774498,905.57825,Thu Nov 10 19:30:13 MST 2016,0.31667605,2.3032563,9.527072,0.07798873,-0.09040046,-0.6564129,0.0,0.0,-19.132614,-4.690933,-27.545166
498,0.006406486,0.047525883,0.008833885,905.5087,Thu Nov 10 19:30:14 MST 2016,0.38510004,2.4702063,9.482625,0.08323584,-0.09794135,-0.6477301,0.0,0.0,-19.120026,-4.18396,-26.71585
499,0.0016671121,-0.1433022,0.16589832,905.4661,Thu Nov 10 19:30:15 MST 2016,0.37922457,2.3886943,9.50372,0.08022946,-0.09491216,-0.6479773,0.0,0.0,-19.02771,-4.0096283,-27.178955
500,0.012236267,-0.08039665,-0.28148937,905.4005,Thu Nov 10 19:30:17 MST 2016,0.32271236,2.3070917,9.525942,0.07879928,-0.09001558,-0.64923203,0.0,0.0,-19.468689,-3.8505554,-26.902008
501,0.06294146,-0.079114914,-0.11085129,905.33325,Thu Nov 10 19:30:18 MST 2016,0.35530895,2.2650154,9.534876,0.07509803,-0.090647355,-0.65728927,0.0,0.0,-18.679047,-4.3434143,-26.992416
502,0.18429688,0.040563107,0.02885151,905.29364,Thu Nov 10 19:30:19 MST 2016,0.3447433,2.1881943,9.553185,0.07236121,-0.08767541,-0.65849227,0.0,0.0,-18.936539,-3.9226532,-27.087402
503,0.015579253,-0.031656265,-0.27972794,905.2514,Thu Nov 10 19:30:20 MST 2016,0.3976894,2.1687057,9.555571,0.06909714,-0.08959374,-0.66442615,0.0,0.0,-18.42041,-4.6756744,-27.452087
504,-0.007336229,0.053893328,-0.1710453,905.1874,Thu Nov 10 19:30:22 MST 2016,0.44420648,2.1867394,9.54941,0.06717136,-0.09275553,-0.6725018,0.0,0.0,-18.873596,-5.031204,-26.341248
505,-0.22958344,0.039686203,0.35684872,905.1312,Thu Nov 10 19:30:23 MST 2016,0.569645,2.2167413,9.535825,0.06454742,-0.09819314,-0.66795635,0.0,0.0,-19.133377,-4.7813416,-26.434708
506,-0.31444436,0.14128327,-0.007159233,905.0662,Thu Nov 10 19:30:24 MST 2016,0.5886043,2.1548011,9.5488615,0.063103236,-0.09641503,-0.6550188,0.0,0.0,-20.453644,-4.1301727,-26.531982
507,-0.14089191,0.04600334,-0.0010547638,905.0146,Thu Nov 10 19:30:26 MST 2016,0.43728176,2.2496407,9.535109,0.07449233,-0.09108061,-0.63461477,0.0,0.0,-21.762466,-3.0532837,-26.538467
508,-0.057256088,-0.004607439,0.0022287369,904.96844,Thu Nov 10 19:30:27 MST 2016,0.1886582,2.2341747,9.546898,0.08357041,-0.07911806,-0.61981094,0.0,0.0,-22.89772,-2.143097,-26.636505
509,0.007871836,0.0057446957,-0.46422768,904.91516,Thu Nov 10 19:30:28 MST 2016,0.10066158,2.2224052,9.550977,0.08819505,-0.07250735,-0.5955381,0.0,0.0,-23.222351,-0.78926086,-26.736832
510,-0.2600937,0.005904913,-0.30624294,904.87616,Thu Nov 10 19:30:29 MST 2016,-0.14648546,2.2454002,9.545004,0.09915921,-0.059225645,-0.56377983,0.0,0.0,-23.345947,1.5052795,-27.210999
511,-0.19401856,-0.10709214,-0.19205475,904.8427,Thu Nov 10 19:30:31 MST 2016,-0.15077242,2.0897548,9.580218,0.09514764,-0.04991739,-0.5240458,0.0,0.0,-24.080276,4.3872833,-28.705597
512,0.28983626,-0.32116485,0.03597164,904.8496,Thu Nov 10 19:30:32 MST 2016,-0.35506383,2.0324028,9.587161,0.09929996,-0.036473967,-0.4983737,0.0,0.0,-24.292374,6.6818237,-29.273224
513,0.3291072,-0.1622045,0.11126995,904.8535,Thu Nov 10 19:30:33 MST 2016,-0.07662347,1.8460753,9.631019,0.08415187,-0.043280166,-0.49163446,0.0,0.0,-24.176025,7.873535,-29.095078
514,0.88669765,-0.25035036,-0.11845207,904.88086,Thu Nov 10 19:30:35 MST 2016,0.17674449,1.6551412,9.66435,0.06930573,-0.049517844,-0.48987645,0.0,0.0,-24.324036,9.144974,-29.009247
515,0.9417624,0.08794999,-0.34738064,904.9254,Thu Nov 10 19:30:36 MST 2016,0.268641,1.499947,9.687537,0.058974475,-0.05094191,-0.50848573,0.0,0.0,-23.387146,7.3791504,-28.722382
516,0.69890845,-0.14580286,0.07935715,904.97687,Thu Nov 10 19:30:37 MST 2016,0.6538569,1.4927895,9.670286,0.04622864,-0.06939404,-0.53800035,0.0,0.0,-22.969437,6.197357,-28.437042
517,0.41085327,-0.029886127,-0.24181366,905.05066,Thu Nov 10 19:30:38 MST 2016,1.1122231,1.3520957,9.649102,0.025789008,-0.08583478,-0.55458677,0.0,0.0,-22.101593,5.2822113,-28.617096
518,0.21369016,-0.047289133,-0.011300087,905.1242,Thu Nov 10 19:30:40 MST 2016,1.3085142,1.2534093,9.637797,0.013663918,-0.09177353,-0.57535625,0.0,0.0,-22.12677,4.17099,-27.501678
519,0.14239872,-0.062289238,-0.18774319,905.2305,Thu Nov 10 19:30:41 MST 2016,1.5079296,1.1881216,9.616907,0.0021400112,-0.09833424,-0.59873635,0.0,0.0,-21.712112,2.9037476,-27.49443
520,0.082264185,-0.2561729,0.42120266,905.35315,Thu Nov 10 19:30:42 MST 2016,1.536419,1.2366724,9.606271,2.2582957E-5,-0.10107664,-0.6236381,0.0,0.0,-20.334244,0.98075867,-27.853012
521,0.051202655,-0.28769267,0.28040123,905.467,Thu Nov 10 19:30:44 MST 2016,1.478871,1.2016658,9.619736,-0.0036686196,-0.09755252,-0.6561898,0.0,0.0,-20.457077,-0.46920776,-27.475739
522,-0.04550302,-0.24231136,-0.51814556,905.56976,Thu Nov 10 19:30:45 MST 2016,1.4306908,1.1639179,9.631657,-0.006517963,-0.09423222,-0.680046,0.0,0.0,-18.25943,-1.6082764,-27.653885
523,0.041435957,-0.1858995,0.41335297,905.6956,Thu Nov 10 19:30:46 MST 2016,1.448117,1.2288586,9.62098,-0.009726482,-0.09680884,-0.71658945,0.0,0.0,-17.22908,-3.202057,-27.366638
524,-0.054861665,-0.23244548,-0.075297356,905.79706,Thu Nov 10 19:30:48 MST 2016,1.5371931,1.2144268,9.608984,-0.016747652,-0.09898301,-0.73837984,0.0,0.0,-16.368866,-4.4589996,-27.545166
525,0.026550412,-0.022629976,-0.19659233,905.92554,Thu Nov 10 19:30:49 MST 2016,1.5686045,1.2672192,9.597084,-0.020286629,-0.10135753,-0.76474166,0.0,0.0,-14.062119,-4.750061,-26.894379
526,-0.024985075,-0.0658927,0.13264656,906.05273,Thu Nov 10 19:30:50 MST 2016,1.4442272,1.3288178,9.60827,-0.0149220815,-0.09945824,-0.77483654,0.0,0.0,-12.998199,-4.8950195,-27.262878
527,-0.6054485,-0.013880134,0.13452148,906.1369,Thu Nov 10 19:30:51 MST 2016,1.1650679,1.2886049,9.651554,-0.0063781543,-0.08869614,-0.78483915,0.0,0.0,-9.993362,-5.859375,-24.666214
528,-0.26441833,-0.032850266,-0.09335613,906.23975,Thu Nov 10 19:30:53 MST 2016,0.3996918,1.3146886,9.709904,0.028206998,-0.064320035,-0.7575123,0.0,0.0,-11.488342,-5.03273,-26.890564
529,0.052793443,-0.29694176,0.21266937,906.36975,Thu Nov 10 19:30:54 MST 2016,0.27041388,1.2886348,9.717854,0.032459576,-0.05893833,-0.7564783,0.0,0.0,-11.933517,-5.0403595,-27.168655
530,-0.004616767,-0.092258394,0.095811844,906.45605,Thu Nov 10 19:30:55 MST 2016,0.36053795,0.981427,9.750753,0.015497056,-0.051085807,-0.7970064,0.0,0.0,-11.419678,-5.880356,-27.072525
531,-0.05631429,-0.219571,0.10486984,906.5503,Thu Nov 10 19:30:57 MST 2016,0.50670373,1.0440664,9.737739,0.011113917,-0.0582234,-0.8004184,0.0,0.0,-12.228775,-6.2389374,-27.070236
532,0.12408179,-0.13318646,-0.22727394,906.61444,Thu Nov 10 19:30:58 MST 2016,0.55962175,0.8780677,9.751216,0.0016742218,-0.053137243,-0.8247791,0.0,0.0,-12.331009,-6.8416595,-25.864792
533,0.02479744,-0.085283935,-0.1788702,906.6838,Thu Nov 10 19:30:59 MST 2016,0.69750917,0.9619975,9.734394,-0.0027224745,-0.060635142,-0.83356094,0.0,0.0,-12.610626,-7.354355,-26.602173
534,-0.018313587,-0.13574004,-0.08770275,906.71405,Thu Nov 10 19:31:00 MST 2016,0.7264795,0.9564053,9.732826,-0.005060937,-0.06114218,-0.84191215,0.0,0.0,-12.267685,-7.9479218,-25.30365
535,-0.717427,0.22369426,0.27216434,906.745,Thu Nov 10 19:31:02 MST 2016,0.381201,0.9924907,9.748847,0.011660341,-0.05302011,-0.83348,0.0,0.0,-13.065338,-7.7934265,-25.860596
536,-1.1153524,0.5347036,0.06110382,906.76245,Thu Nov 10 19:31:03 MST 2016,-0.075406484,1.2778567,9.722746,0.04731853,-0.04515412,-0.7302187,0.0,0.0,-14.88533,-5.7048798,-26.705551
537,-0.8432959,0.35329306,-0.21101284,906.7651,Thu Nov 10 19:31:04 MST 2016,-0.44800523,1.7930357,9.630924,0.08824111,-0.03424962,-0.57443583,0.0,0.0,-21.514893,-0.06713867,-27.664185
538,-0.8483732,0.12315369,-0.20308971,906.77313,Thu Nov 10 19:31:06 MST 2016,-1.1269093,2.1926064,9.491731,0.12670031,0.0018663947,-0.4403895,0.0,0.0,-23.662949,7.0396423,-30.01442
539,0.017956376,-0.10197306,0.09090042,906.778,Thu Nov 10 19:30:41 MST 2016,-1.051273,2.6166067,9.392474,0.14531547,6.976829E-4,-0.36443654,0.0,0.0,-23.866653,13.504791,-31.434631
540,0.8111862,-0.3490379,0.07746029,906.7933,Thu Nov 10 19:30:42 MST 2016,-0.7277337,2.7106576,9.396442,0.14393447,-0.0140587455,-0.34824878,0.0,0.0,-23.447037,16.234207,-31.264877
541,0.53921235,-0.31642175,0.052803993,906.8014,Thu Nov 10 19:30:43 MST 2016,-0.42354372,2.7298172,9.409522,0.13899876,-0.030450987,-0.357561,0.0,0.0,-23.264694,16.411972,-32.006073
542,0.51557183,-0.35984278,-0.17837143,906.7877,Thu Nov 10 19:30:45 MST 2016,-0.102496155,2.6994438,9.427242,0.13117719,-0.04622763,-0.36434096,0.0,0.0,-23.804855,16.141129,-31.357574
543,0.5894453,-0.39655495,0.09432602,906.7754,Thu Nov 10 19:30:46 MST 2016,0.07208191,2.7017574,9.426861,0.12792987,-0.05475247,-0.36521915,0.0,0.0,-22.734833,16.244888,-30.339432
544,0.35299218,-0.39105082,-0.39400482,906.74023,Thu Nov 10 19:30:47 MST 2016,0.17521952,2.4699152,9.488899,0.114968754,-0.0546167,-0.3611438,0.0,0.0,-22.558594,16.169357,-31.357193
545,0.13881747,-0.40442443,0.059283257,906.73083,Thu Nov 10 19:31:15 MST 2016,0.24915083,2.3776603,9.510785,0.10852082,-0.057516318,-0.37083253,0.0,0.0,-23.982239,16.136932,-31.357193
546,0.1458015,-0.13786173,-0.104156494,906.7254,Thu Nov 10 19:31:16 MST 2016,0.13170171,2.0897815,9.580494,0.09722977,-0.04557579,-0.36451775,0.0,0.0,-22.263718,17.365646,-30.991745
547,0.050608486,-0.0774672,0.30502033,906.74335,Thu Nov 10 19:31:17 MST 2016,0.17414063,1.6957636,9.6573515,0.07744419,-0.040180646,-0.36605078,0.0,0.0,-22.51854,17.87033,-31.087875
548,0.12635143,-0.056690812,0.18461418,906.7853,Thu Nov 10 19:31:19 MST 2016,0.20286013,1.5750484,9.677213,0.071317375,-0.038900834,-0.3615913,0.0,0.0,-22.755432,19.1391,-30.725098
549,0.29275048,0.011613131,0.31578445,906.86804,Thu Nov 10 19:31:20 MST 2016,0.2285624,1.4136368,9.701535,0.06298563,-0.037312213,-0.3648351,0.0,0.0,-23.459244,19.465256,-31.19011
550,0.04783812,0.19670713,0.42890835,906.94836,Thu Nov 10 19:31:21 MST 2016,0.39342064,1.3436674,9.706192,0.05685342,-0.043469798,-0.35877308,0.0,0.0,-22.28508,20.168686,-30.545425
551,0.2146425,0.10635555,0.31954956,907.04047,Thu Nov 10 19:31:22 MST 2016,0.41230685,1.5216945,9.679093,0.06502352,-0.04770283,-0.35889328,0.0,0.0,-21.95816,18.98613,-30.630493
552,0.13887426,0.16882408,0.14041615,907.1111,Thu Nov 10 19:31:24 MST 2016,0.3938279,1.540291,9.676921,0.0663145,-0.047082454,-0.35769913,0.0,0.0,-22.21489,19.408035,-31.00357
553,0.07648039,-0.06483531,-0.16346931,907.1732,Thu Nov 10 19:31:25 MST 2016,0.4871894,1.6089697,9.661483,0.06775492,-0.053016465,-0.3602216,0.0,0.0,-22.156525,18.131256,-30.533981
554,0.18579483,-0.065040946,-0.0035858154,907.27704,Thu Nov 10 19:31:26 MST 2016,0.56669897,1.6570262,9.649016,0.06822086,-0.058163855,-0.36615306,0.0,0.0,-22.432709,17.70134,-30.994415
555,0.13352543,0.0065659285,-0.04880333,907.3366,Thu Nov 10 19:31:28 MST 2016,0.5166419,1.6511624,9.65283,0.068154186,-0.056547686,-0.37809208,0.0,0.0,-22.454071,16.759872,-29.87976
556,-0.058631063,-0.006346464,9.059906E-4,907.39514,Thu Nov 10 19:31:29 MST 2016,0.44758323,1.6342376,9.659158,0.06846732,-0.053218957,-0.3819011,0.0,0.0,-22.634506,16.672897,-30.342102
557,0.012094021,0.036578655,-0.04651642,907.47034,Thu Nov 10 19:31:30 MST 2016,0.39065427,1.5977173,9.667734,0.06750464,-0.050258216,-0.38820073,0.0,0.0,-23.438644,16.571045,-30.61943
558,-0.03313142,-0.1820482,-0.5023813,907.5321,Thu Nov 10 19:31:32 MST 2016,0.26796418,1.5356383,9.681962,0.06694153,-0.043314364,-0.38959152,0.0,0.0,-21.581268,16.102219,-30.430222
559,0.0012295544,-0.19141865,0.057325363,907.6067,Thu Nov 10 19:31:33 MST 2016,0.4908714,1.585476,9.66518,0.06502416,-0.05463373,-0.38666707,0.0,0.0,-22.815704,16.586685,-30.896378
560,0.17913252,-0.16313171,0.40196514,907.64343,Thu Nov 10 19:31:34 MST 2016,0.41577667,1.518215,9.67949,0.063111596,-0.05000254,-0.39064556,0.0,0.0,-22.828293,15.987778,-30.338669
561,0.058158368,-0.108563185,-0.27171516,907.701,Thu Nov 10 19:31:36 MST 2016,0.44278306,1.4778376,9.684541,0.060480002,-0.050675675,-0.3939978,0.0,0.0,-22.396088,15.489197,-30.612564
562,-0.10503203,-0.13597214,0.20208168,907.7595,Thu Nov 10 19:31:37 MST 2016,0.37906888,1.560289,9.674306,0.06448169,-0.05089005,-0.41528162,0.0,0.0,-23.519516,13.079071,-29.676437
563,-0.22049302,-0.46226132,-0.022500992,907.78595,Thu Nov 10 19:31:38 MST 2016,0.274458,1.4607434,9.693363,0.061485108,-0.044672273,-0.42705378,0.0,0.0,-23.4272,13.254166,-30.324554
564,-0.1544533,-0.9151124,0.38274288,907.82495,Thu Nov 10 19:31:39 MST 2016,0.18290655,1.1127712,9.741595,0.046809547,-0.0335523,-0.44230548,0.0,0.0,-22.629166,13.100815,-30.137634
565,-0.1608758,-0.5721598,-0.05380535,907.85657,Thu Nov 10 19:31:41 MST 2016,0.35620493,0.92961735,9.755989,0.034091886,-0.0376929,-0.45194736,0.0,0.0,-21.920776,12.942505,-29.21257
566,-0.01770997,-0.897874,0.21939278,907.8685,Thu Nov 10 19:31:42 MST 2016,0.57460004,0.5172406,9.776129,0.009384303,-0.038316015,-0.47265705,0.0,0.0,-23.434067,12.905884,-28.75061
567,0.21768862,1.0514297,-0.18176174,907.8738,Thu Nov 10 19:31:43 MST 2016,0.6976449,0.8679775,9.743217,0.020716805,-0.052961893,-0.49685648,0.0,0.0,-23.397064,10.687637,-26.890564
568,0.4617418,1.5061691,-0.49496555,907.8598,Thu Nov 10 19:31:45 MST 2016,1.3343439,1.2673547,9.632431,0.019972173,-0.09210765,-0.5170688,0.0,0.0,-25.072098,11.33194,-27.264404
569,1.2353892,0.5399077,-0.25396538,907.8347,Thu Nov 10 19:31:46 MST 2016,2.2689211,2.2601335,9.26899,0.0095233675,-0.16529469,-0.6546523,0.0,0.0,-27.692032,2.0778656,-25.088501
570,1.4577878,0.21115541,-0.2283926,907.7986,Thu Nov 10 19:31:47 MST 2016,2.6514685,2.818002,9.011047,-0.022163488,-0.20018305,-0.78290534,0.0,0.0,-22.988892,-6.072235,-23.471832
571,-0.16690123,0.5769751,-0.051306725,907.76544,Thu Nov 10 19:31:49 MST 2016,1.801141,3.1405115,9.113916,0.021908984,-0.1866537,-0.7892306,0.0,0.0,-15.670395,-8.877945,-24.747086
572,-0.6037197,0.018538952,-0.1844759,907.71277,Thu Nov 10 19:31:50 MST 2016,1.4471039,3.1707761,9.166376,0.05365895,-0.17252709,-0.7331156,0.0,0.0,-13.080597,-8.478165,-25.024796
573,-0.29979694,-0.2151823,0.07823467,907.6614,Thu Nov 10 19:31:51 MST 2016,1.1536949,3.1857276,9.2027445,0.07691167,-0.15771872,-0.6850682,0.0,0.0,-13.779068,-7.895279,-25.767899
574,-0.23286772,-0.4436078,0.3106146,907.6305,Thu Nov 10 19:31:53 MST 2016,1.0652591,3.0081806,9.272889,0.074331746,-0.14727207,-0.68164957,0.0,0.0,-13.504791,-7.5481415,-25.9552
575,-0.03549719,-0.23422337,0.11282921,907.5631,Thu Nov 10 19:31:54 MST 2016,0.87696785,2.905406,9.325231,0.07636392,-0.13679951,-0.68648976,0.0,0.0,-12.883759,-7.617569,-26.230621
576,-0.07691461,-0.24876237,0.045463562,907.49316,Thu Nov 10 19:31:55 MST 2016,0.7348743,2.9051423,9.3375845,0.07809298,-0.1334809,-0.7043639,0.0,0.0,-11.727142,-7.6770782,-26.044464
577,0.10343361,-0.14364576,-0.389925,907.44763,Thu Nov 10 19:31:57 MST 2016,0.82156277,2.8721812,9.340556,0.07414571,-0.13515389,-0.7021575,0.0,0.0,-12.367249,-8.372116,-26.041412
578,-0.013132334,-0.29736638,0.19491482,907.42065,Thu Nov 10 19:31:58 MST 2016,0.7719101,2.6812344,9.401358,0.06540491,-0.12800924,-0.72228336,0.0,0.0,-12.267685,-7.944107,-26.229095
579,-0.13733518,-0.31878495,0.38616943,907.3458,Thu Nov 10 19:31:59 MST 2016,0.5327328,2.6196587,9.435251,0.07093238,-0.117918015,-0.72998905,0.0,0.0,-11.744308,-8.358383,-25.949478
580,0.014944702,-0.21783113,0.13363075,907.32086,Thu Nov 10 19:32:00 MST 2016,0.4764972,2.5786932,9.4495325,0.07134959,-0.11453005,-0.7318051,0.0,0.0,-11.6493225,-8.098602,-26.504517
581,-0.08684987,-0.0966413,-0.05554676,907.2763,Thu Nov 10 19:32:02 MST 2016,0.4702262,2.495988,9.472029,0.06912134,-0.11082964,-0.72956,0.0,0.0,-12.3485565,-7.6072693,-25.860214
582,-0.013122201,0.030044079,0.19151402,907.2059,Thu Nov 10 19:32:03 MST 2016,0.49898225,2.4482315,9.483014,0.06535049,-0.11058994,-0.7358309,0.0,0.0,-11.557388,-8.013916,-25.951385
583,-0.13350916,-0.2979002,0.37314796,907.1561,Thu Nov 10 19:32:04 MST 2016,0.5209391,2.3841782,9.498142,0.06338808,-0.1082196,-0.72929543,0.0,0.0,-12.349319,-7.6034546,-26.601028
584,1.1712313E-4,-0.30376792,-0.3749962,907.0927,Thu Nov 10 19:32:06 MST 2016,0.58892125,2.1907945,9.540648,0.050351676,-0.105009556,-0.7533839,0.0,0.0,-12.994385,-8.554459,-26.411057
585,-0.21233243,-0.36574817,0.3090458,907.06024,Thu Nov 10 19:32:07 MST 2016,0.6496081,2.0752535,9.562516,0.041134838,-0.103707686,-0.7721103,0.0,0.0,-12.095261,-8.1970215,-25.765228
586,0.009706557,-0.18118274,-0.27852917,907.0255,Thu Nov 10 19:32:08 MST 2016,0.5807675,2.0102491,9.580813,0.03977279,-0.09966229,-0.7848486,0.0,0.0,-12.453842,-8.291626,-25.4879
587,0.06721842,0.07074356,-0.007347107,906.9869,Thu Nov 10 19:32:10 MST 2016,0.5799478,1.9903092,9.585026,0.039605387,-0.098646425,-0.7822594,0.0,0.0,-12.985992,-8.219528,-25.302887
588,0.0072369576,-0.018119574,-0.00962925,906.9333,Thu Nov 10 19:32:11 MST 2016,0.57406485,2.0172672,9.579742,0.03988898,-0.0998896,-0.7871276,0.0,0.0,-12.554932,-8.805847,-25.207138
589,0.0528574,0.047277212,-0.016932487,906.9034,Thu Nov 10 19:32:12 MST 2016,0.6577382,2.1276655,9.550434,0.04202905,-0.10628689,-0.7747347,0.0,0.0,-12.002945,-8.023834,-25.951004
590,0.034457207,0.11022377,-0.039434433,906.853,Thu Nov 10 19:32:14 MST 2016,0.59599423,2.0904,9.562709,0.043152753,-0.102836624,-0.7758059,0.0,0.0,-12.00676,-8.195496,-25.672913
591,0.05955994,-0.064442396,-0.35224056,906.8199,Thu Nov 10 19:32:15 MST 2016,0.5556239,2.104845,9.561972,0.045839258,-0.10185238,-0.77209026,0.0,0.0,-12.6262665,-8.037949,-26.043701
592,0.0010491014,-0.099666834,0.08664036,906.8037,Thu Nov 10 19:32:16 MST 2016,0.56897354,2.1210442,9.557606,0.046935834,-0.102443926,-0.7652565,0.0,0.0,-12.716675,-8.123779,-26.135635
593,-0.11918223,-0.09009075,-0.44805717,906.75916,Thu Nov 10 19:32:18 MST 2016,0.49313217,2.0537658,9.576495,0.048084583,-0.097069696,-0.76316464,0.0,0.0,-11.912155,-7.934189,-26.50528
594,-0.18418574,-0.20692873,9.5176697E-4,906.70715,Thu Nov 10 19:32:19 MST 2016,0.46591327,2.0975122,9.568372,0.050011147,-0.09822251,-0.7668454,0.0,0.0,-12.366486,-8.372116,-25.8564
595,-0.06871539,-0.105320215,-0.1885271,906.68896,Thu Nov 10 19:32:20 MST 2016,0.5080116,2.0269797,9.581423,0.046671987,-0.09646305,-0.7628683,0.0,0.0,-13.0607605,-7.621765,-26.138687
596,0.06600702,-0.13355553,-0.03153515,906.67145,Thu Nov 10 19:32:21 MST 2016,1.1218532,1.880788,9.558999,0.019451236,-0.11067215,-0.75238776,0.0,0.0,-15.102386,-7.416916,-25.308609
597,0.2396586,-0.3088901,0.08314896,906.6558,Thu Nov 10 19:32:23 MST 2016,1.1573267,1.959305,9.538979,0.01274954,-0.11612458,-0.7948839,0.0,0.0,-14.969254,-9.286499,-24.929047
598,-0.0734607,-1.0652964,0.41185188,906.6422,Thu Nov 10 19:32:24 MST 2016,1.2245605,1.5148507,9.611247,-0.010964393,-0.09920976,-0.837829,0.0,0.0,-14.526367,-9.449387,-24.095917
599,-0.0927825,-0.7925662,-0.055093765,906.6546,Thu Nov 10 19:32:26 MST 2016,1.2036798,1.1959251,9.658743,-0.023774467,-0.08352227,-0.8688067,0.0,0.0,-14.728546,-10.47821,-23.442078
600,-0.28055656,-1.0925243,0.037413597,906.62634,Thu Nov 10 19:32:27 MST 2016,1.1056075,0.8762324,9.70465,-0.029969307,-0.0655926,-0.88832074,0.0,0.0,-15.371323,-11.343002,-23.531723
601,-0.39192727,0.8679992,-0.17412663,906.60156,Thu Nov 10 19:32:28 MST 2016,0.41243577,1.1387955,9.731568,0.013859063,-0.060299393,-0.8384584,0.0,0.0,-14.784622,-9.030533,-24.19014
602,-0.41138488,0.9474865,-0.063856125,906.59515,Thu Nov 10 19:32:29 MST 2016,-0.09634474,1.6482109,9.66667,0.06554323,-0.05330192,-0.67271996,0.0,0.0,-19.313812,-4.8728943,-26.064682
603,-1.9580171,0.012369633,-0.28630257,906.5662,Thu Nov 10 19:32:31 MST 2016,0.17369765,2.356347,9.517765,0.10001933,-0.068740025,-0.5005522,0.0,0.0,-23.406982,2.6916504,-26.57013
604,0.5073122,-0.09533763,0.15208149,906.57666,Thu Nov 10 19:32:32 MST 2016,-0.8740442,2.384741,9.472035,0.13050237,-0.005455377,-0.37976298,0.0,0.0,-24.031067,10.255432,-28.552628
605,0.45037788,-0.1095376,0.16345501,906.5848,Thu Nov 10 19:32:33 MST 2016,-0.4538705,2.4454415,9.486,0.12598114,-0.02184804,-0.34494722,0.0,0.0,-22.859573,14.712906,-30.516052
606,0.12700212,-0.19160128,-0.28941917,906.61896,Thu Nov 10 19:32:35 MST 2016,-0.09863414,2.1856005,9.559488,0.10728301,-0.033047274,-0.33504272,0.0,0.0,-22.165298,17.704391,-30.253601
607,-0.024545977,-0.0698688,0.10929012,906.6502,Thu Nov 10 19:32:36 MST 2016,0.0045227483,2.0434837,9.591378,0.09908059,-0.034041714,-0.3210621,0.0,0.0,-22.046661,18.988419,-31.462479
608,-0.5775091,-0.39989042,-0.21066952,906.699,Thu Nov 10 19:32:37 MST 2016,-0.061276983,2.2509995,9.544613,0.11091599,-0.032524277,-0.30533332,0.0,0.0,-20.697784,19.610596,-30.818558
609,-0.537349,-0.13283992,0.22865772,906.74915,Thu Nov 10 19:32:39 MST 2016,-0.27305105,2.2638533,9.537862,0.11559803,-0.01848002,-0.27307764,0.0,0.0,-19.674301,21.50879,-31.66008
610,-0.4954441,-0.38550115,0.32505608,906.7638,Thu Nov 10 19:32:40 MST 2016,-0.19580264,2.294084,9.532536,0.11672036,-0.01877043,-0.24046516,0.0,0.0,-19.104385,23.051071,-31.575394
611,0.14077961,-0.57396007,0.15717411,906.7886,Thu Nov 10 19:32:41 MST 2016,-6.312822E-5,2.30818,9.531143,0.11534856,-0.02723327,-0.22818512,0.0,0.0,-17.65976,23.93341,-31.302261
612,0.31560338,-0.82497954,0.3512497,906.78204,Thu Nov 10 19:32:43 MST 2016,0.5434594,2.3865695,9.496279,0.111815505,-0.057634994,-0.24739045,0.0,0.0,-19.41719,21.094894,-32.859802
613,0.520916,-0.13269043,-0.066438675,906.7576,Thu Nov 10 19:32:44 MST 2016,0.58029246,2.3916063,9.492832,0.1083694,-0.06524052,-0.2968082,0.0,0.0,-19.781113,20.73555,-30.638885
614,0.38161737,-0.33569074,-0.17769718,906.7111,Thu Nov 10 19:32:45 MST 2016,0.93336517,2.3857307,9.466125,0.101460844,-0.084069565,-0.31089348,0.0,0.0,-20.43457,19.44542,-30.6324
615,0.4928156,-0.36334348,0.118540764,906.6574,Thu Nov 10 19:32:47 MST 2016,1.0616946,2.4497035,9.436214,0.09930481,-0.09500271,-0.3436416,0.0,0.0,-21.65184,16.864014,-29.971695
616,-0.76334584,-0.14954329,0.36317253,906.6109,Thu Nov 10 19:32:48 MST 2016,1.3482808,2.186961,9.4641285,0.0804967,-0.1048047,-0.35230368,0.0,0.0,-22.56546,15.821838,-29.967499
617,-0.11095321,0.21713209,-0.03500843,906.5397,Thu Nov 10 19:32:49 MST 2016,1.0327024,2.5563307,9.411115,0.10134479,-0.0994782,-0.37832335,0.0,0.0,-23.576736,14.439011,-29.868317
